osm_id,osm_type,capa,nombre,lat,lon,amenity,healthcare,shop,brand,direccion,barrio
1387427424,way,colegios,Aula B17-3 (salon 42),4.0739566,-73.5859239,university,,,,,
1387430757,way,colegios,Laboratorios de Biologia,4.073931,-73.5854225,university,,,,,
1387430760,way,colegios,Oficina administrativa Laboratorio de Biologia,4.0739367,-73.5853909,university,,,,,
1387430979,way,colegios,Sala 1 Audiovisuales,4.0741571,-73.58565,university,,,,,
1387430980,way,colegios,Sala 2 Audiovisuales,4.0741739,-73.5854614,university,,,,,
1387430981,way,colegios,Programa de licenciatura en matematicas y fisica (temporal),4.0741794,-73.585559,university,,,,,
1387432287,way,colegios,APULL,4.0745122,-73.5853612,university,,,,,
1387432288,way,colegios,SINTRAUNICOL,4.0745046,-73.5854224,university,,,,,
1387432289,way,colegios,Aula B12-1 (salon 4),4.0745,-73.5854819,university,,,,,
1387432290,way,colegios,Aula B12-4 (salon 10),4.0744854,-73.5856773,university,,,,,
1387432291,way,colegios,Aula B12-3 (salon 8),4.0744909,-73.5856045,university,,,,,
1387432292,way,colegios,Aula B12-2 (salon 6),4.0744957,-73.5855415,university,,,,,
1387433534,way,colegios,casilleros,4.0719581,-73.5843442,university,,,,,
1387433545,way,colegios,tarima coliseo,4.0718481,-73.5841915,university,,,,,
1387895257,way,colegios,Aula B601,4.0733585,-73.5844805,university,,,,,
1479828688,way,colegios,Sin nombre,4.1465842,-73.6555432,school,,,,,
